id,height,weight,age,birthday,longitude,latitude,wkt,location,address
30480,177,79,25,1991/12/08,120.377306,22.624201,POINT (120.377306 22.624201),Fengshan,"Fengshan, T'ai-wan"
30481,160,70,33,1983/06/20,120.656376,24.183880,POINT (120.656376 24.183880),Taichung,"Taichung, T'ai-wan"
30482,152,49,22,1994/11/03,120.713220,24.251853,POINT (120.713220 24.251853),Fengyuan,"Fengyuan, T'ai-wan"
30483,177,65,30,1986/11/09,120.365109,23.399119,POINT (120.365109 23.399119),Xinying,"Xinying, T'ai-wan"
30484,164,98,40,1976/12/07,120.978173,24.809844,POINT (120.978173 24.809844),Hsinchu,"Hsinchu, T'ai-wan"
30485,178,65,49,1967/12/22,120.257887,22.900989,POINT (120.257887 22.900989),Tainan,"Tainan, T'ai-wan"
30486,166,57,43,1973/05/14,-79.488709,43.079263,POINT (-79.488709 43.079263),Wilcox Corners,"Wilcox Corners, Ontario"
30487,154,49,46,1970/11/25,120.367968,22.619419,POINT (120.367968 22.619419),Kaohsiung,"Kaohsiung, Kao-hsiung"
30488,174,99,19,1997/03/21,121.568638,25.062104,POINT (121.568638 25.062104),Taipei,"Taipei, T'ai-wan"
30489,173,78,18,1998/04/08,120.394065,22.642438,POINT (120.394065 22.642438),Fengshan,"Fengshan, T'ai-wan"
30490,170,71,33,1983/05/22,120.409836,23.458605,POINT (120.409836 23.458605),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30491,150,76,45,1971/12/06,121.240554,24.904924,POINT (121.240554 24.904924),Taoyuan City,"Taoyuan City, T'ai-wan"
30492,177,62,37,1979/11/05,121.513162,25.044171,POINT (121.513162 25.044171),Taipei,"Taipei, T'ai-wan"
30493,156,80,50,1966/04/13,120.895332,24.522299,POINT (120.895332 24.522299),Miaoli,"Miaoli, T'ai-wan"
30494,160,99,23,1993/04/11,120.377774,23.380177,POINT (120.377774 23.380177),Xinying,"Xinying, T'ai-wan"
30495,161,65,49,1967/08/18,120.316014,22.663563,POINT (120.316014 22.663563),Kaohsiung,"Kaohsiung, Kao-hsiung"
30496,173,98,34,1982/05/18,120.618768,24.140680,POINT (120.618768 24.140680),Taichung,"Taichung, T'ai-wan"
30497,162,88,32,1984/06/13,121.471423,25.077774,POINT (121.471423 25.077774),Banqiao,"Banqiao, T'ai-pei"
30498,172,98,29,1987/06/06,121.401096,25.074322,POINT (121.401096 25.074322),Banqiao,"Banqiao, T'ai-pei"
30500,179,93,18,1998/02/25,120.948237,23.918039,POINT (120.948237 23.918039),Buli,"Buli, T'ai-wan"
30501,154,56,33,1983/02/25,121.563634,25.013920,POINT (121.563634 25.013920),Taipei,"Taipei, T'ai-wan"
30503,158,50,37,1979/04/05,120.776246,24.295823,POINT (120.776246 24.295823),Fengyuan,"Fengyuan, T'ai-wan"
30504,174,62,37,1979/11/06,121.571730,25.030162,POINT (121.571730 25.030162),Taipei,"Taipei, T'ai-wan"
30505,175,91,39,1977/01/12,121.522084,25.016404,POINT (121.522084 25.016404),Taipei,"Taipei, T'ai-wan"
30506,163,77,37,1979/05/14,120.465352,22.619613,POINT (120.465352 22.619613),Pingtung,"Pingtung, T'ai-wan"
30507,168,81,27,1989/09/04,120.945633,24.807771,POINT (120.945633 24.807771),Hsinchu,"Hsinchu, T'ai-wan"
30509,169,89,24,1992/11/25,120.968539,23.992727,POINT (120.968539 23.992727),Buli,"Buli, T'ai-wan"
30510,183,45,32,1984/06/24,121.456252,25.050818,POINT (121.456252 25.050818),Banqiao,"Banqiao, T'ai-pei"
30511,155,65,24,1992/09/19,120.348904,22.656932,POINT (120.348904 22.656932),Kaohsiung,"Kaohsiung, Kao-hsiung"
30512,173,91,43,1973/12/18,121.439254,25.094531,POINT (121.439254 25.094531),Banqiao,"Banqiao, T'ai-pei"
30513,171,81,46,1970/02/07,120.659796,24.151203,POINT (120.659796 24.151203),Taichung,"Taichung, T'ai-wan"
30514,184,99,35,1981/02/19,113.535648,22.210269,POINT (113.535648 22.210269),Zhuhai,"Zhuhai, Guangdong"
30515,176,62,32,1984/05/10,121.549542,25.088008,POINT (121.549542 25.088008),Taipei,"Taipei, T'ai-wan"
30517,163,82,48,1968/07/02,121.509998,25.056569,POINT (121.509998 25.056569),Taipei,"Taipei, T'ai-wan"
30518,176,92,22,1994/02/24,121.152754,22.710977,POINT (121.152754 22.710977),Taitung City,"Taitung City, T'ai-wan"
30519,169,94,43,1973/02/04,121.513868,25.004335,POINT (121.513868 25.004335),Taipei,"Taipei, T'ai-wan"
30520,169,52,21,1995/01/27,121.586423,25.089532,POINT (121.586423 25.089532),Taipei,"Taipei, T'ai-wan"
30521,159,48,24,1992/10/28,120.363306,22.634007,POINT (120.363306 22.634007),Kaohsiung,"Kaohsiung, Kao-hsiung"
30522,168,74,50,1966/09/11,121.477891,25.077202,POINT (121.477891 25.077202),Banqiao,"Banqiao, T'ai-pei"
30523,166,95,25,1991/08/20,120.742732,24.261416,POINT (120.742732 24.261416),Fengyuan,"Fengyuan, T'ai-wan"
30525,155,67,35,1981/06/10,121.265671,24.978842,POINT (121.265671 24.978842),Taoyuan City,"Taoyuan City, T'ai-wan"
30526,171,64,20,1996/01/15,121.542339,25.002326,POINT (121.542339 25.002326),Taipei,"Taipei, T'ai-wan"
30527,168,99,18,1998/05/28,-104.087486,39.825556,POINT (-104.087486 39.825556),Thornton,"Thornton, Colorado"
30528,168,73,26,1990/09/22,-0.890835,51.503492,POINT (-0.890835 51.503492),London,"London, England"
30529,175,76,18,1998/09/16,121.508722,25.053018,POINT (121.508722 25.053018),Taipei,"Taipei, T'ai-wan"
30530,152,73,31,1985/10/26,121.588338,25.039662,POINT (121.588338 25.039662),Taipei,"Taipei, T'ai-wan"
30531,174,61,18,1998/10/06,133.304935,34.446054,POINT (133.304935 34.446054),Fukuyama,"Fukuyama, Hiroshima"
30532,173,91,38,1978/05/24,120.524053,23.720573,POINT (120.524053 23.720573),Douliu,"Douliu, T'ai-wan"
30533,181,82,42,1974/05/03,121.480344,25.062096,POINT (121.480344 25.062096),Banqiao,"Banqiao, T'ai-pei"
30534,178,89,50,1966/02/01,121.274461,24.923567,POINT (121.274461 24.923567),Taoyuan City,"Taoyuan City, T'ai-wan"
30535,165,66,36,1980/08/11,120.517784,23.713980,POINT (120.517784 23.713980),Douliu,"Douliu, T'ai-wan"
30536,178,64,19,1997/12/23,121.443753,25.017070,POINT (121.443753 25.017070),Banqiao,"Banqiao, T'ai-pei"
30537,174,72,21,1995/11/28,120.954394,24.881128,POINT (120.954394 24.881128),Hsinchu,"Hsinchu, T'ai-wan"
30538,161,54,18,1998/02/11,121.579176,25.039946,POINT (121.579176 25.039946),Taipei,"Taipei, T'ai-wan"
30539,161,64,32,1984/06/05,121.420552,25.029878,POINT (121.420552 25.029878),Banqiao,"Banqiao, T'ai-pei"
30540,164,63,27,1989/09/05,120.622211,24.161241,POINT (120.622211 24.161241),Taichung,"Taichung, T'ai-wan"
30541,182,77,28,1988/06/05,120.341423,23.347041,POINT (120.341423 23.347041),Xinying,"Xinying, T'ai-wan"
30542,173,48,21,1995/09/12,120.317150,22.663538,POINT (120.317150 22.663538),Kaohsiung,"Kaohsiung, Kao-hsiung"
30543,165,90,24,1992/05/16,121.720400,24.719302,POINT (121.720400 24.719302),Yilan,"Yilan, T'ai-wan"
30544,165,94,48,1968/08/21,121.151315,22.765440,POINT (121.151315 22.765440),Taitung,"Taitung, T'ai-wan"
30545,164,63,40,1976/06/18,121.526375,25.058746,POINT (121.526375 25.058746),Taipei,"Taipei, T'ai-wan"
30546,179,45,37,1979/05/20,121.412675,25.051710,POINT (121.412675 25.051710),Banqiao,"Banqiao, T'ai-pei"
30548,160,73,19,1997/06/07,120.659627,24.116506,POINT (120.659627 24.116506),Taichung,"Taichung, T'ai-wan"
30549,183,68,22,1994/10/23,80.224133,13.096233,POINT (80.224133 13.096233),Chennai,"Chennai, Tamil Nadu"
30550,156,48,32,1984/02/13,120.651460,24.111618,POINT (120.651460 24.111618),Taichung,"Taichung, T'ai-wan"
30551,152,79,26,1990/06/21,121.565211,25.094634,POINT (121.565211 25.094634),Taipei,"Taipei, T'ai-wan"
30552,176,67,42,1974/10/03,121.526135,25.000688,POINT (121.526135 25.000688),Taipei,"Taipei, T'ai-wan"
30553,182,62,40,1976/08/13,120.540141,24.074238,POINT (120.540141 24.074238),Chang-hua,"Chang-hua, T'ai-wan"
30554,182,60,37,1979/06/26,120.340468,22.675211,POINT (120.340468 22.675211),Kaohsiung,"Kaohsiung, Kao-hsiung"
30555,176,51,37,1979/05/01,121.466953,25.055889,POINT (121.466953 25.055889),Banqiao,"Banqiao, T'ai-pei"
30556,182,77,24,1992/05/27,136.997087,35.157118,POINT (136.997087 35.157118),Nagoya,"Nagoya, Aichi"
30559,176,99,30,1986/01/24,120.357097,22.666204,POINT (120.357097 22.666204),Fengshan,"Fengshan, T'ai-wan"
30560,176,60,45,1971/08/26,120.301420,22.643840,POINT (120.301420 22.643840),Kaohsiung,"Kaohsiung, Kao-hsiung"
30561,166,77,34,1982/05/01,121.576747,25.069358,POINT (121.576747 25.069358),Taipei,"Taipei, T'ai-wan"
30562,184,57,44,1972/03/15,121.548714,25.015428,POINT (121.548714 25.015428),Taipei,"Taipei, T'ai-wan"
30563,173,94,45,1971/05/05,121.559863,25.086402,POINT (121.559863 25.086402),Taipei,"Taipei, T'ai-wan"
30564,164,45,41,1975/10/17,121.516929,25.026954,POINT (121.516929 25.026954),Taipei,"Taipei, T'ai-wan"
30565,180,98,30,1986/04/15,121.431381,25.028030,POINT (121.431381 25.028030),Banqiao,"Banqiao, T'ai-pei"
30566,176,61,20,1996/06/03,121.550329,25.037874,POINT (121.550329 25.037874),Taipei,"Taipei, T'ai-wan"
30568,176,78,29,1987/07/23,121.215265,24.900982,POINT (121.215265 24.900982),Taoyuan City,"Taoyuan City, T'ai-wan"
30569,150,53,25,1991/11/18,121.598152,25.038814,POINT (121.598152 25.038814),Taipei,"Taipei, T'ai-wan"
30570,152,61,44,1972/02/08,-121.196945,37.356544,POINT (-121.196945 37.356544),San Jose,"San Jose, California"
30571,152,71,39,1977/10/11,8.205784,52.778197,POINT (8.205784 52.778197),Vechta,"Vechta, Niedersachsen"
30573,160,76,42,1974/07/28,121.524562,25.059980,POINT (121.524562 25.059980),Taipei,"Taipei, T'ai-wan"
30574,183,85,34,1982/03/08,121.296728,24.981832,POINT (121.296728 24.981832),Taoyuan City,"Taoyuan City, T'ai-wan"
30575,174,50,31,1985/09/02,120.762987,23.752996,POINT (120.762987 23.752996),Lugu,"Lugu, T'ai-wan"
30576,185,55,47,1969/03/08,120.313870,22.601447,POINT (120.313870 22.601447),Kaohsiung,"Kaohsiung, Kao-hsiung"
30578,174,53,48,1968/06/15,121.595138,25.040077,POINT (121.595138 25.040077),Taipei,"Taipei, T'ai-wan"
30579,177,73,31,1985/09/03,120.344809,23.355845,POINT (120.344809 23.355845),Xinying,"Xinying, T'ai-wan"
30580,185,71,48,1968/11/08,120.664400,24.110213,POINT (120.664400 24.110213),Taichung,"Taichung, T'ai-wan"
30581,178,97,45,1971/12/04,120.350984,22.656439,POINT (120.350984 22.656439),Kaohsiung,"Kaohsiung, Kao-hsiung"
30582,171,47,39,1977/03/01,121.486834,25.025010,POINT (121.486834 25.025010),Banqiao,"Banqiao, T'ai-pei"
30583,162,75,25,1991/02/02,121.559380,25.096405,POINT (121.559380 25.096405),Taipei,"Taipei, T'ai-wan"
30584,162,71,25,1991/04/18,120.247330,22.902251,POINT (120.247330 22.902251),Tainan,"Tainan, T'ai-wan"
30585,177,96,26,1990/01/03,120.235688,22.919635,POINT (120.235688 22.919635),Tainan,"Tainan, T'ai-wan"
30586,178,79,49,1967/11/02,121.469259,25.038476,POINT (121.469259 25.038476),Banqiao,"Banqiao, T'ai-pei"
30587,173,75,43,1973/11/03,120.981164,24.804075,POINT (120.981164 24.804075),Hsinchu,"Hsinchu, T'ai-wan"
30588,172,80,22,1994/05/01,121.561849,25.082912,POINT (121.561849 25.082912),Taipei,"Taipei, T'ai-wan"
30589,185,98,26,1990/06/12,120.595097,24.048004,POINT (120.595097 24.048004),Chang-hua,"Chang-hua, T'ai-wan"
30590,184,64,32,1984/09/22,120.204661,22.909318,POINT (120.204661 22.909318),Tainan,"Tainan, T'ai-wan"
30591,173,80,32,1984/01/07,121.246771,24.924382,POINT (121.246771 24.924382),Taoyuan City,"Taoyuan City, T'ai-wan"
30592,151,51,43,1973/12/21,120.535007,24.092657,POINT (120.535007 24.092657),Chang-hua,"Chang-hua, T'ai-wan"
30593,174,74,20,1996/04/24,121.294115,24.903164,POINT (121.294115 24.903164),Taoyuan City,"Taoyuan City, T'ai-wan"
30594,183,68,50,1966/05/15,121.504475,25.016549,POINT (121.504475 25.016549),Taipei,"Taipei, T'ai-wan"
30595,177,86,36,1980/07/16,120.338042,22.619875,POINT (120.338042 22.619875),Fengshan,"Fengshan, T'ai-wan"
30596,154,65,33,1983/09/01,121.507751,25.033094,POINT (121.507751 25.033094),Taipei,"Taipei, T'ai-wan"
30599,167,50,23,1993/04/16,121.513567,25.037363,POINT (121.513567 25.037363),Taipei,"Taipei, T'ai-wan"
30600,163,71,26,1990/04/28,121.571438,25.044690,POINT (121.571438 25.044690),Taipei,"Taipei, T'ai-wan"
30601,171,90,47,1969/08/05,121.519980,25.005241,POINT (121.519980 25.005241),Taipei,"Taipei, T'ai-wan"
30602,162,92,35,1981/09/02,121.452944,25.011999,POINT (121.452944 25.011999),Banqiao,"Banqiao, T'ai-pei"
30603,172,73,23,1993/09/21,120.216388,22.967574,POINT (120.216388 22.967574),Tainan,"Tainan, T'ai-wan"
30604,181,46,39,1977/11/19,121.507470,25.085638,POINT (121.507470 25.085638),Taipei,"Taipei, T'ai-wan"
30605,174,62,18,1998/11/07,120.259321,22.989995,POINT (120.259321 22.989995),Tainan,"Tainan, T'ai-wan"
30606,169,90,22,1994/02/26,120.659338,24.184417,POINT (120.659338 24.184417),Taichung,"Taichung, T'ai-wan"
30607,171,70,37,1979/06/22,121.529487,25.016864,POINT (121.529487 25.016864),Taipei,"Taipei, T'ai-wan"
30608,170,61,42,1974/03/05,121.297861,24.911131,POINT (121.297861 24.911131),Taoyuan City,"Taoyuan City, T'ai-wan"
30609,181,89,23,1993/01/23,121.592139,25.025900,POINT (121.592139 25.025900),Taipei,"Taipei, T'ai-wan"
30610,165,79,49,1967/05/23,121.261485,24.917328,POINT (121.261485 24.917328),Taoyuan City,"Taoyuan City, T'ai-wan"
30611,177,48,26,1990/08/27,121.574776,25.062914,POINT (121.574776 25.062914),Taipei,"Taipei, T'ai-wan"
30613,166,88,42,1974/09/23,121.550141,25.095331,POINT (121.550141 25.095331),Taipei,"Taipei, T'ai-wan"
30614,167,61,27,1989/08/12,121.440437,25.088629,POINT (121.440437 25.088629),Banqiao,"Banqiao, T'ai-pei"
30615,178,65,39,1977/12/26,121.412870,25.042319,POINT (121.412870 25.042319),Banqiao,"Banqiao, T'ai-pei"
30616,178,95,19,1997/07/17,121.549745,25.040644,POINT (121.549745 25.040644),Taipei,"Taipei, T'ai-wan"
30617,162,73,19,1997/11/17,121.532941,25.007626,POINT (121.532941 25.007626),Taipei,"Taipei, T'ai-wan"
30618,177,60,40,1976/01/13,121.471928,25.097066,POINT (121.471928 25.097066),Banqiao,"Banqiao, T'ai-pei"
30619,179,71,38,1978/07/26,120.597072,24.024715,POINT (120.597072 24.024715),Chang-hua,"Chang-hua, T'ai-wan"
30620,152,80,41,1975/12/22,120.977002,24.863888,POINT (120.977002 24.863888),Hsinchu,"Hsinchu, T'ai-wan"
30622,162,70,21,1995/11/02,121.435277,25.025746,POINT (121.435277 25.025746),Banqiao,"Banqiao, T'ai-pei"
30623,168,82,46,1970/09/26,121.774989,24.793541,POINT (121.774989 24.793541),Yilan,"Yilan, T'ai-wan"
30624,176,84,47,1969/06/28,119.559165,23.534298,POINT (119.559165 23.534298),Ma-kung,"Ma-kung, T'ai-wan"
30625,180,72,43,1973/01/20,120.390931,22.632308,POINT (120.390931 22.632308),Fengshan,"Fengshan, T'ai-wan"
30626,161,57,43,1973/10/17,121.529187,25.056842,POINT (121.529187 25.056842),Taipei,"Taipei, T'ai-wan"
30628,173,60,49,1967/02/17,120.396090,22.607075,POINT (120.396090 22.607075),Kaohsiung,"Kaohsiung, Kao-hsiung"
30629,163,62,38,1978/09/13,120.400362,22.648820,POINT (120.400362 22.648820),Pingtung,"Pingtung, T'ai-wan"
30630,157,77,44,1972/04/22,120.249785,22.991064,POINT (120.249785 22.991064),Tainan,"Tainan, T'ai-wan"
30631,161,67,42,1974/05/06,120.266787,22.904314,POINT (120.266787 22.904314),Tainan,"Tainan, T'ai-wan"
30633,179,67,42,1974/06/28,120.703946,24.204118,POINT (120.703946 24.204118),Fengyuan,"Fengyuan, T'ai-wan"
30635,167,89,25,1991/12/26,121.435868,25.056343,POINT (121.435868 25.056343),Banqiao,"Banqiao, T'ai-pei"
30637,179,93,47,1969/05/04,120.289548,22.912945,POINT (120.289548 22.912945),Tainan,"Tainan, T'ai-wan"
30638,165,81,48,1968/01/23,121.526952,25.002178,POINT (121.526952 25.002178),Taipei,"Taipei, T'ai-wan"
30639,174,66,39,1977/10/15,121.281242,24.804296,POINT (121.281242 24.804296),Daxi,"Daxi, T'ai-wan"
30640,175,74,28,1988/02/01,120.630669,24.194739,POINT (120.630669 24.194739),Taichung,"Taichung, T'ai-wan"
30642,164,55,47,1969/02/08,121.536072,25.093102,POINT (121.536072 25.093102),Taipei,"Taipei, T'ai-wan"
30643,184,85,19,1997/12/21,121.562899,25.015598,POINT (121.562899 25.015598),Taipei,"Taipei, T'ai-wan"
30646,159,62,21,1995/06/22,120.359034,22.617915,POINT (120.359034 22.617915),Kaohsiung,"Kaohsiung, Kao-hsiung"
30647,169,61,18,1998/07/28,120.305133,22.669662,POINT (120.305133 22.669662),Fengshan,"Fengshan, T'ai-wan"
30650,172,73,43,1973/04/17,121.470715,25.060791,POINT (121.470715 25.060791),Banqiao,"Banqiao, T'ai-pei"
30651,157,79,50,1966/06/23,121.241710,24.856814,POINT (121.241710 24.856814),Daxi,"Daxi, T'ai-wan"
30652,174,62,26,1990/09/13,121.567814,25.082859,POINT (121.567814 25.082859),Taipei,"Taipei, T'ai-wan"
30653,183,68,23,1993/08/19,121.483950,25.003756,POINT (121.483950 25.003756),Banqiao,"Banqiao, T'ai-pei"
30654,180,99,29,1987/09/07,120.270972,22.980873,POINT (120.270972 22.980873),Tainan,"Tainan, T'ai-wan"
30655,168,91,42,1974/01/07,120.280940,22.987450,POINT (120.280940 22.987450),Tainan,"Tainan, T'ai-wan"
30656,181,70,39,1977/10/27,120.913953,24.817840,POINT (120.913953 24.817840),Hsinchu,"Hsinchu, T'ai-wan"
30657,169,81,33,1983/08/27,120.772391,24.263271,POINT (120.772391 24.263271),Fengyuan,"Fengyuan, T'ai-wan"
30658,177,74,34,1982/11/21,120.373166,22.695286,POINT (120.373166 22.695286),Kaohsiung,"Kaohsiung, Kao-hsiung"
30659,177,51,43,1973/08/24,120.375054,22.671259,POINT (120.375054 22.671259),Kaohsiung,"Kaohsiung, Kao-hsiung"
30660,152,49,34,1982/04/16,120.367201,23.467733,POINT (120.367201 23.467733),Taibao,"Taibao, T'ai-wan"
30661,183,98,18,1998/09/10,121.500880,25.024815,POINT (121.500880 25.024815),Taipei,"Taipei, T'ai-wan"
30662,183,99,41,1975/10/21,121.516064,25.025177,POINT (121.516064 25.025177),Taipei,"Taipei, T'ai-wan"
30663,182,52,33,1983/07/24,121.592050,25.078025,POINT (121.592050 25.078025),Taipei,"Taipei, T'ai-wan"
30664,154,75,45,1971/09/21,120.459542,23.488434,POINT (120.459542 23.488434),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30665,155,66,21,1995/12/12,120.573297,23.761354,POINT (120.573297 23.761354),Douliu,"Douliu, T'ai-wan"
30666,175,60,22,1994/07/03,120.686232,24.196461,POINT (120.686232 24.196461),Taichung,"Taichung, T'ai-wan"
30667,168,74,29,1987/11/11,121.435127,25.036073,POINT (121.435127 25.036073),Banqiao,"Banqiao, T'ai-pei"
30668,176,70,44,1972/09/01,120.621259,24.165402,POINT (120.621259 24.165402),Taichung,"Taichung, T'ai-wan"
30669,161,70,36,1980/02/01,120.483084,22.655074,POINT (120.483084 22.655074),Pingtung,"Pingtung, T'ai-wan"
30670,170,70,45,1971/02/20,120.994096,24.858499,POINT (120.994096 24.858499),Hsinchu,"Hsinchu, T'ai-wan"
30671,156,55,50,1966/04/19,121.444187,25.010431,POINT (121.444187 25.010431),Banqiao,"Banqiao, T'ai-pei"
30672,155,61,22,1994/03/21,121.597725,25.049674,POINT (121.597725 25.049674),Taipei,"Taipei, T'ai-wan"
30673,176,96,32,1984/03/03,121.151622,22.782944,POINT (121.151622 22.782944),Taitung City,"Taitung City, T'ai-wan"
30674,183,77,44,1972/06/20,141.983487,43.522541,POINT (141.983487 43.522541),Takikawa,"Takikawa, Hokkaido"
30675,152,77,50,1966/09/14,138.634853,-34.181615,POINT (138.634853 -34.181615),Mawson Lakes,"Mawson Lakes, South Australia"
30676,171,85,39,1977/12/01,119.522201,23.596047,POINT (119.522201 23.596047),Ma-kung,"Ma-kung, T'ai-wan"
30677,185,56,28,1988/01/13,121.725260,24.744146,POINT (121.725260 24.744146),Yilan,"Yilan, T'ai-wan"
30678,177,67,46,1970/09/28,120.313653,22.608899,POINT (120.313653 22.608899),Fengshan,"Fengshan, T'ai-wan"
30679,162,92,24,1992/01/15,121.235072,24.953510,POINT (121.235072 24.953510),Taoyuan City,"Taoyuan City, T'ai-wan"
30680,182,84,28,1988/01/19,120.650866,24.193121,POINT (120.650866 24.193121),Taichung,"Taichung, T'ai-wan"
30681,168,96,42,1974/12/21,120.253601,22.997751,POINT (120.253601 22.997751),Tainan,"Tainan, T'ai-wan"
30682,170,91,29,1987/04/05,120.579523,24.035522,POINT (120.579523 24.035522),Chang-hua,"Chang-hua, T'ai-wan"
30683,160,85,24,1992/01/20,120.693086,24.123233,POINT (120.693086 24.123233),Taichung,"Taichung, T'ai-wan"
30684,185,60,37,1979/08/22,121.586369,25.075546,POINT (121.586369 25.075546),Taipei,"Taipei, T'ai-wan"
30685,174,78,40,1976/07/20,121.590716,25.074072,POINT (121.590716 25.074072),Taipei,"Taipei, T'ai-wan"
30688,170,71,27,1989/05/26,120.999579,24.867903,POINT (120.999579 24.867903),Hsinchu,"Hsinchu, T'ai-wan"
30689,163,62,47,1969/03/17,121.405212,25.072874,POINT (121.405212 25.072874),Banqiao,"Banqiao, T'ai-pei"
30690,182,69,31,1985/01/10,120.409917,22.693535,POINT (120.409917 22.693535),Pingtung,"Pingtung, T'ai-wan"
30691,182,88,41,1975/09/15,121.440759,25.051335,POINT (121.440759 25.051335),Banqiao,"Banqiao, T'ai-pei"
30692,160,81,43,1973/08/03,121.406417,25.015633,POINT (121.406417 25.015633),Banqiao,"Banqiao, T'ai-pei"
30693,182,74,25,1991/11/12,121.552860,25.013267,POINT (121.552860 25.013267),Taipei,"Taipei, T'ai-wan"
30694,165,72,34,1982/05/01,120.626989,24.119741,POINT (120.626989 24.119741),Taichung,"Taichung, T'ai-wan"
30695,171,75,42,1974/10/16,121.766422,25.181752,POINT (121.766422 25.181752),Keelung,"Keelung, T'ai-wan"
30697,150,80,28,1988/01/28,121.534738,25.088745,POINT (121.534738 25.088745),Taipei,"Taipei, T'ai-wan"
30699,171,79,38,1978/08/20,120.354877,22.633971,POINT (120.354877 22.633971),Kaohsiung,"Kaohsiung, Kao-hsiung"
30700,183,82,28,1988/12/10,121.502832,25.004967,POINT (121.502832 25.004967),Taipei,"Taipei, T'ai-wan"
30701,162,51,36,1980/10/13,121.540551,25.076905,POINT (121.540551 25.076905),Taipei,"Taipei, T'ai-wan"
30702,170,77,22,1994/02/24,120.285498,22.920922,POINT (120.285498 22.920922),Tainan,"Tainan, T'ai-wan"
30703,184,88,32,1984/05/14,120.219978,22.982564,POINT (120.219978 22.982564),Tainan,"Tainan, T'ai-wan"
30704,150,58,29,1987/02/10,121.584376,25.094464,POINT (121.584376 25.094464),Taipei,"Taipei, T'ai-wan"
30705,166,62,31,1985/01/03,120.611796,24.169956,POINT (120.611796 24.169956),Taichung,"Taichung, T'ai-wan"
30706,167,69,42,1974/01/09,135.749198,34.878528,POINT (135.749198 34.878528),Yawata,"Yawata, Kyoto"
30707,171,66,50,1966/01/07,121.506944,25.009255,POINT (121.506944 25.009255),Taipei,"Taipei, T'ai-wan"
30708,179,61,21,1995/05/16,121.525946,25.028260,POINT (121.525946 25.028260),Taipei,"Taipei, T'ai-wan"
30709,179,65,44,1972/01/03,120.266959,22.919184,POINT (120.266959 22.919184),Tainan,"Tainan, T'ai-wan"
30710,179,61,32,1984/07/11,121.714347,25.196364,POINT (121.714347 25.196364),Keelung,"Keelung, T'ai-wan"
30711,172,45,22,1994/06/03,120.521208,23.741783,POINT (120.521208 23.741783),Douliu,"Douliu, T'ai-wan"
30712,182,84,38,1978/08/06,121.571170,25.047619,POINT (121.571170 25.047619),Taipei,"Taipei, T'ai-wan"
30713,179,79,40,1976/08/21,120.351345,22.623748,POINT (120.351345 22.623748),Fengshan,"Fengshan, T'ai-wan"
30714,161,67,18,1998/03/18,121.569387,25.026000,POINT (121.569387 25.026000),Taipei,"Taipei, T'ai-wan"
30715,163,66,34,1982/06/08,120.853414,24.509009,POINT (120.853414 24.509009),Miaoli,"Miaoli, T'ai-wan"
30716,181,64,34,1982/10/14,120.677862,24.115478,POINT (120.677862 24.115478),Taichung,"Taichung, T'ai-wan"
30717,151,51,45,1971/12/21,121.267476,24.955428,POINT (121.267476 24.955428),Taoyuan City,"Taoyuan City, T'ai-wan"
30718,178,84,18,1998/11/09,121.511197,25.065755,POINT (121.511197 25.065755),Taipei,"Taipei, T'ai-wan"
30720,179,90,48,1968/09/07,121.578574,25.012032,POINT (121.578574 25.012032),Taipei,"Taipei, T'ai-wan"
30721,164,71,47,1969/07/16,120.480853,23.420910,POINT (120.480853 23.420910),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30722,162,95,45,1971/08/26,121.484102,25.089025,POINT (121.484102 25.089025),Banqiao,"Banqiao, T'ai-pei"
30724,169,100,23,1993/11/28,120.724809,24.249460,POINT (120.724809 24.249460),Fengyuan,"Fengyuan, T'ai-wan"
30725,181,77,33,1983/03/25,121.554232,25.053665,POINT (121.554232 25.053665),Taipei,"Taipei, T'ai-wan"
30726,163,60,38,1978/01/24,120.219648,22.947179,POINT (120.219648 22.947179),Tainan,"Tainan, T'ai-wan"
30727,156,58,28,1988/03/26,120.639536,24.176607,POINT (120.639536 24.176607),Taichung,"Taichung, T'ai-wan"
30728,162,99,47,1969/03/17,121.524073,25.062301,POINT (121.524073 25.062301),Taipei,"Taipei, T'ai-wan"
30729,162,89,29,1987/02/10,120.622728,24.140746,POINT (120.622728 24.140746),Taichung,"Taichung, T'ai-wan"
30730,166,60,45,1971/01/07,121.557957,25.079404,POINT (121.557957 25.079404),Taipei,"Taipei, T'ai-wan"
30731,179,88,38,1978/07/24,121.563506,25.061106,POINT (121.563506 25.061106),Taipei,"Taipei, T'ai-wan"
30732,162,77,50,1966/09/06,120.361889,22.613010,POINT (120.361889 22.613010),Fengshan,"Fengshan, T'ai-wan"
30733,156,64,23,1993/06/12,121.509334,25.078859,POINT (121.509334 25.078859),Taipei,"Taipei, T'ai-wan"
30734,182,63,46,1970/01/16,120.352782,22.676970,POINT (120.352782 22.676970),Kaohsiung,"Kaohsiung, Kao-hsiung"
30735,164,78,28,1988/04/25,120.887307,24.544598,POINT (120.887307 24.544598),Miaoli,"Miaoli, T'ai-wan"
